Date,Case,Category,Incident,Location,Synopsis,Disposition
"5/13/19 8:27","19-01288","DISORDERLY CONDUCT","PROWLING/PRIV PROP","WELLMAN HALL","OCCD 5/12/19, 0846 HRS ALLEN, CURTIS (MB-31-O) ARRESTED FOR PROWLING AND TRESPASSING AND ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY, WELLMAN HALL. TO BPD JAIL.","CLOSED BY ARREST"
"5/13/19 8:53","","ALL OTHER OFFENSES","RULE VIOLATION","GENETICS & PLANT BIOLOGY","","FIELD IDENTIFICATION CARD"
"5/13/19 9:02","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","HAVILAND HALL","","CLOSED"
"5/13/19 9:26","","MISC. SERVICE","CIVIL ADVICE","CAMPUS","","CLOSED"
"5/13/19 10:25","","MISC. SERVICE","PROVIDE TRANSPORTATION","BERKELEY AUTO","","CLOSED"
"5/13/19 11:06","","MISC. SERVICE","FOUND PROPERTY","MLK","","CANCELLED"
"5/13/19 11:19","19-01289","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","UPPER SPROUL PLAZA","OCCD 5/13/19, 1119 HRS (MW-27-O) CONTACTED FOR DISTURBING THE PEACE AND ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY, UPPER SPROUL PLAZA.","UNDER INVESTIGATION"
"5/13/19 11:37","19-01290","LARCENY/THEFT","GRAND THEFT BIKE","REC SPRT FAC","OCCD 5/13/19, 1135 HRS (MW-22-O) REPORTS THE THEFT OF HIS BLK/YEL STEVENS SPELVIO ROADBIKE, RSF. LOSS $1500. FOUND GRAY ROADBIKE, TO UCPD FOR SAFEKEEPING.","UNDER INVESTIGATION"
"5/13/19 12:09","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CORY HALL","","CLOSED"
"5/13/19 12:44","","MISC. SERVICE","FOUND PROPERTY","DWINELLE HALL","","CLOSED"
"5/13/19 12:48","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","BARROWS HALL","","CLOSED"
"5/13/19 15:21","19-01291","WELFARE CHECK","WELFARE CHECK","BARKER HALL","OCCD 5/13/19, 1521 HRS WELFARE CHECK CONDUCTED ON (MAA-S), 540 42ND ST - OAKLAND. PROVES OKAY.","UNDER INVESTIGATION"
"5/13/19 15:35","","TOW","TOW TRUCK REQUEST","BARROWS LANE","","CANCELLED"
"5/13/19 15:56","19-01292","OTHER ASSAULTS","RESISTING ARREST","PEOPLES PARK","OCCURED: 05/13/19 1618 CATHELINE, VINCENT (MW-25-S) ARRESTED FOR RESISTING ARREST AND PROVIDING FALSE INFO TO A POLICE OFFICER, PEOPLES PARK. TO BPD JAIL, TO BE 849(B). TIMMS, JESSE (MW-36-O) ARRESTED FOR RESISTING ARREST, PEOPLES PARK. TO BPD JAIL.","CLOSED BY ARREST"
"5/13/19 16:21","19-01293","MISC. SERVICE","CIVIL ADVICE","BARROWS HALL","(FHA-E) GIVEN CIVIL ADVICE REGARDING A SUBJECT BEHAVING STRANGLY IN HER CLASSROOM, BARROWS HALL ROOM 151. SUBJECT: (MOA-O)","UNDER INVESTIGATION"
"5/13/19 16:54","19-01297","LARCENY/THEFT","PETTY THEFT -REPORT","PEOPLES PARK","OCCURED: 04/13/19 1715-1800. (MW-69-O) REPORTS THEFT OF HIS WHITE/BLK LES PAUL CUSTOM GUITAR, VALUE: $2,000, PEOPLES PARK,","UNDER INVESTIGATION"
"5/13/19 16:59","","TRAFFIC STOP","TRAFFIC STOP","HASTE TELE","","WARNING ISSUED"
"5/13/19 17:00","19-01294","MISC. SERVICE","CIVIL ADVICE","MORGAN HALL","OCCD 5/13/19, 1700 HRS (FA-29-O), (MA-30-S) AND (FA-33-S) GIVEN CIVIL ADVICE REGARDING A DISTURBANCE, MORGAN HALL.","UNDER INVESTIGATION"
"5/13/19 17:16","19-01295","ALL OTHER OFFENSES","WARRANT ARREST","ESHLEMAN HALL","OCCD 5/13/19, 1746 HRS SPRINGER, SCOTT (MW-61-O) ARRESTED ON A SANTA CLARA CO SO $5000 FELONY WARRANT, ESHLEMAN HALL. TO ABH, AND RELEASED PER 849(B)(5).","CLOSED BY ARREST"
"5/13/19 18:16","19-01296","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","2625 DURANT AV","OCCURED; 05/13/19 1816 (MW-27-O) GIVEN A 7 DAY STAY AWAY ORDER FROM UC PROPERTY, 2625 DURANT.","UNDER INVESTIGATION"
"5/13/19 21:09","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","MLK","","CLOSED"
"5/13/19 21:47","","ALL OTHER OFFENSES","DISTURBING THE PEACE","MLK","","CLOSED"
"5/13/19 22:07","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","BANC/BOWD","","CLOSED"
"5/13/19 22:11","19-01298","MEDICAL EVENT","MENTALLY ILL COMMITMENT","BANC/BOW","OCCURED: 05/13/2019 2211 (MO-33-O) PARAMEDICS PLUS TRANSPORTED TO ABH FOR PSYCHIATRIC EVALUATION, BANCROFT/BOWDITCH.","CLOSED"
"5/13/19 22:45","19-01299","LARCENY/THEFT","PETTY THEFT -REPORT","PEOPLES PARK","OCCURED: 05/13/19 2000-2015. (MO-33-O) REPORTS THEFT OF HIS MOTOROLA E5 CELL PHONE, VALUE: $300, PEOPLES PARK.","UNDER INVESTIGATION"
"5/14/19 1:57","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","UPPER SPROUL PLAZA","","CLOSED"
"5/14/19 4:32","","PEDESTRIAN STOP","SUSPECT STOP","BWW","","CLOSED"
"5/14/19 5:07","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UPPER SPROUL PLAZA","","CLOSED"
"5/14/19 6:49","","MISC. SERVICE","FOUND PROPERTY","BANWAY LOT","","CLOSED"
"5/14/19 6:53","19-01300","TRAFFIC","ACCIDENT / MINOR INJURIES","HAAS CLUBHOUSE LOT","OCCURRED: 05/14/19 0653 HOURS (MW-39-O) VICTIM MINOR TRAFFIC ACCIDENT, BICYLIST VS PAVEMENT, HAAS CLUBHOUSE LOT. BFD RESPONDED AND TRANSPORTED TO ABH.","UNDER INVESTIGATION"
"5/14/19 8:24","19-01301","MISC. SERVICE","FOUND PROPERTY","MLK","OCCURRED: 05/14/19 0824 HOURS FOUND PROPERTY, MLK. TO UCPD FOR DESTRUCTION.","UNDER INVESTIGATION"
"5/14/19 8:51","19-01302","ALL OTHER OFFENSES","DISTURBING THE PEACE","UNIVERSITY HALL","(MB-61-O) REPORT TAKEN FOR DISORDERLY CONDUCT, UNIVERSITY HALL RM 198.","UNDER INVESTIGATION"
"5/14/19 9:14","19-01303","MISC. SERVICE","PROPERTY DAMAGE","REC SPRT FAC GARAGE","OCC 05/13/2019 0850-1713 (FB-36-E) REPORTS DAMAGE TO HER BLACK 2014 FORD FOCUS, 7FDT779, RSF GARAGE. LOSS UNKNOWN. NO SUSPECTS","UNDER INVESTIGATION"
"5/14/19 9:46","19-01304","MISC. SERVICE","PROPERTY DAMAGE","LBNL-59","OCCURRED: 05/14/19 0846 HOURS (MW-64-L) REPORTS DAMAGE TO HIS WHITE 2019 TESLA AND PARKING LOT CONSTRUCTION BARRIER.","UNDER INVESTIGATION"
"5/14/19 10:02","","WELFARE CHECK","WELFARE CHECK","CHANNING/COLLEGE","","CLOSED"
"5/14/19 10:05","19-01305","WEAPONS VIOLATIONS","BRANDISHING WEAPON","GRINNELL PATH","OCCURRED: 05/14/19 1028 HOURS KRAVIT, THOMAS (MW-58-O) ARRESTED FOR BRANDISHING A DEADLY WEAPON OTHER THAN A FIREARM. GRINELL PATH. TO BPD JAIL.","CLOSED BY ARREST"
"5/14/19 10:38","","MISC. SERVICE","FOUND PROPERTY","DOE LIBRARY","","CLOSED"
"5/14/19 11:13","","ALL OTHER OFFENSES","DISTURBING THE PEACE","BWW","","CLOSED"
"5/14/19 11:27","","TRAFFIC STOP","TRAFFIC STOP","DURANT E ELLSWORTH","","CLOSED BY CITATION"
"5/14/19 11:28","19-01308","MEDICAL EVENT","INJURY OR ILLNESS","GENETICS & PLANT BIOLOGY","OCCURRED: 05/14/19 1128 HOURS (MW-22-S) VICTIM OF ILLNESS, GPB. BFD RESPONDED AND TRANSPORTED TO ABH","CLOSED"
"5/14/19 12:06","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UNDERHILL LOT","","CLOSED"
"5/14/19 12:50","19-01306","OTHER ASSAULTS","SPOUSAL/COHAB ABUSE (MISD)","TANG CENTER","OCCURRED: 05/10/19 DOE, JOHN REFUSED REPORT FOR SPOUSAL/COHAB ABUSE, TANG CENTER.","UNDER INVESTIGATION"
"5/14/19 12:54","","ALL OTHER OFFENSES","RULE VIOLATION","ANNA HEAD","","CLOSED"
"5/14/19 13:37","","ALL OTHER OFFENSES","TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT","GILL TRACT","","CLOSED"
"5/14/19 13:51","","OUTSIDE ASSIST","OUTSIDE ASSIST - BPD","TELEGRAPH N HASTE","","WARNING ISSUED"
"5/14/19 14:51","","CLERY REPORTING","CLERY REPORTING","UCPD","REPORTED ON 05/13/19","CLOSED"
"5/14/19 14:58","19-01307","LARCENY/THEFT","PETTY THEFT -REPORT","FOOTHILL-1","OCC 05/14/2019 1420-1450 (FW-19-S) REPORTS THEFT OF A BACKPACK WITH IPAD MINI AND PURSE WITH WALLET, FOOTHILL-1. LOSS OF $475","UNDER INVESTIGATION"
"5/14/19 15:21","19-01310","OUTSIDE ASSIST","OUTSIDE ASSIST -MISCELLANEOUS","TANG CENTER","SUSPECTED VIOLENT INJURY REPORT, TANG CENTER","UNDER INVESTIGATION"
"5/14/19 15:25","","MISC. SERVICE","SEARCH WARRANT","UNIT-3 IDA SPROUL","","CLOSED"
"5/14/19 15:46","","MEDICAL EVENT","INJURY OR ILLNESS","2451 SHIRES HALL","","CLOSED"
"5/14/19 16:13","19-01309","MISC. SERVICE","LOST UC KEYS","CAMPUS","OCCURRED: 05/10/19 (FXA-E) REPORTS THE LOSS OF 2 UC KEYS.","UNDER INVESTIGATION"
"5/14/19 16:44","19-01311","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","DOE LIBRARY","OCCURRED: 05/14/19 1644 HOURS (MB-43-O) EXCLUDED FROM CAMPUS FOR 7 DAYS, N/S DOE LIBRARY","UNDER INVESTIGATION"
"5/14/19 17:32","","MEDICAL EVENT","INJURY OR ILLNESS","TANG CENTER","","CLOSED"
"5/14/19 18:27","","OTHER ASSAULTS","BATTERY -REPORT","PEOPLES PARK","","CANCELLED"
"5/14/19 19:07","","ALL OTHER OFFENSES","TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT","2515 HILLEGASS AV","","CLOSED"
"5/14/19 19:18","","ALL OTHER OFFENSES","TRESPASS - FAIL TO LEAVE","JACOBS HALL","","CANCELLED"
"5/14/19 19:52","","WELFARE CHECK","WELFARE CHECK","SEQUOIA APTS","","CLOSED"
"5/14/19 20:13","19-01312","DRUG VIOLATIONS","POSSESSION OF NARCOTICS","MLK","OCCURED: 05/14/2019 2017HRS RUBINSTEIN, EDMUND (MW-66-O) CITED FOR POSSESSION OF NARCOTICS, POSSESSION OF PARAPHERNALIA, AND GIVEN A 7 DAY STAY AWAY ORDER FROM UC PROPERTY, MLK.","CLOSED BY ARREST"
"5/14/19 20:51","","TRAFFIC STOP","TRAFFIC STOP","BANC FULTON","","WARNING ISSUED"
"5/14/19 21:11","","TRAFFIC STOP","TRAFFIC STOP","BOW BAN","","WARNING ISSUED"
"5/14/19 21:34","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","BWW","","CLOSED"
"5/14/19 22:01","","WELFARE CHECK","WELFARE CHECK","CESAR CHAVEZ CENTER","","CLOSED"
"5/14/19 22:15","","SUPPLEMENT","SUPPLEMENT","MOFFITT LIBRARY","","CLOSED"
"5/14/19 22:51","","TRAFFIC STOP","TRAFFIC STOP","CHANNING DANA","","CLOSED BY CITATION"
"5/14/19 23:19","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","CKC-9","","CLOSED"
"5/14/19 23:23","","PEDESTRIAN STOP","SUSPECT STOP","GPB GARAGE","","FIELD IDENTIFICATION CARD"
"5/14/19 23:50","","PEDESTRIAN STOP","SUSPECT STOP","LOWER SPROUL PLAZA","","FIELD IDENTIFICATION CARD"
"5/15/19 1:07","","TRAFFIC STOP","TRAFFIC STOP","UNIV/WALNUT","","WARNING ISSUED"
"5/15/19 1:10","","PEDESTRIAN STOP","SUSPECT STOP","BWW","","CLOSED"
"5/15/19 1:21","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","2310 OXFORD","","CLOSED"
"5/15/19 4:31","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2121 BERKELEY WAY","","CLOSED"
"5/15/19 6:09","19-01313","LARCENY/THEFT","AUTO BURGLARY -REPORT","SPORTS LANE","OCCURRED: 05/15/19 0510 - 0609 HOURS (MH-39-E) REPORTS AUTO BURGLARY VIA WINDOW SMASH TO HIS WHITE CHEVROLET VAN, SPORTS LANE. TOTAL LOSS OF $ 1300.00.","UNDER INVESTIGATION"
"5/15/19 6:14","","PEDESTRIAN STOP","SUSPECT STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"5/15/19 6:59","","ALARM SERVICE","ALARM TEST-SERVICE IN PROGRESS","LIFE SCIENCE ADDITION","","CLOSED"
"5/15/19 8:21","19-01314","TOW","TOWED VEHICLE-OBSTRUCT/HAZ ARD","OHLONE LIBERTY SHIP WAY","OCCURRED: 05/15/19 0821 HOURS GOLD SATURN ION, TOWED FOR CAUSING A HAZARD, UVA-OHLONE/LIBERTY SHIP WAY. TO EAST BAY TOW.","UNDER INVESTIGATION"
"5/15/19 9:04","","TRAFFIC STOP","TRAFFIC STOP","SACRAMENT S CHANNING","","WARNING ISSUED"
"5/15/19 9:35","","ALL OTHER OFFENSES","DISTURBING THE PEACE","2420 BOWDITCH ST","","CLOSED"
"5/15/19 9:53","","ALL OTHER OFFENSES","TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT","UNIVERSITY HALL","","CLOSED"
"5/15/19 9:55","19-01316","MISC. SERVICE","CIVIL ADVICE","TAN HALL","OCCURRED 01/2019 - 05/14/19 (FW-25-S) GIVEN CIVIL ADVICE REGARDING SABOTAGED OF HER RESEARCH, TAN HALL","UNDER INVESTIGATION"
"5/15/19 10:17","19-01315","LARCENY/THEFT","PETTY THEFT-IN PROGRESS","2311 TELEGRAPH AV","OCCURRED: 05/15/19 1030 HOURS SPERLING, DAVID (MW-27-O) ARRESTED FOR THEFT AND VIOLATION OF PROBATION, ASUC STUDENT STORE. TO BPD JAIL.","CLEARED BY ARREST"
"5/15/19 13:05","19-01317","MISC. SERVICE","LOST UC KEYS","UNKNOWN","OCC: 04/22/19 - 04/24/19 (FXA-E) REPORTS THE LOSS OF 1 UC KEY","UNDER INVESTIGATION"
"5/15/19 14:45","","WELFARE CHECK","WELFARE CHECK","CLEARY HALL","","CLOSED"
"5/15/19 14:53","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","HASTE E TELE","","CLOSED"
"5/15/19 14:56","","DEMONSTRATION","DEMONSTRATION STANDBY","UPPER SPROUL PLAZA","","CLOSED"
"5/15/19 15:53","19-01318","ALL OTHER OFFENSES","RULE VIOLATION","HAAS PAVILION","OCCURRED: 1549-1553 HOURS (MW-40-E) REPORTS RULES VIOLATION REGARDING GOLF CARTS, W/S ALUMNI HOUSE","UNDER INVESTIGATION"
"5/15/19 16:21","","ALL OTHER OFFENSES","RULE VIOLATION","GPB GARAGE","","CLOSED"
"5/15/19 16:46","19-01319","OTHER ASSAULTS","CRIMINAL THREATS","BOALT HALL","(MW-60-E) REPORTS CRIMINAL THREATS, BOALT HALL. SUSPECT: MW, 30-40, SHOULDER LENGTH DIRTY BLOND HAIR, DARK GREEN MILITARY JACKET AND CAP","UNDER INVESTIGATION"
"5/15/19 16:55","","WELFARE CHECK","CHECK WELFARE- 911 CALL","EVANS HALL","","CLOSED"
"5/15/19 19:32","","TRAFFIC STOP","TRAFFIC STOP","TELE/S BANCROFT","","CLOSED BY CITATION"
"5/15/19 20:02","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","7-11","","CLOSED"
"5/15/19 20:09","","MAINTENANCE ISSUE","CAMPUS CONDITION -UTILITIES","HAAS BUSINESS SCHOOL","","CLOSED"
"5/15/19 20:14","","TRAFFIC STOP","TRAFFIC STOP","DURANT E COLLEGE","","WARNING ISSUED"
"5/15/19 20:55","","TRAFFIC STOP","TRAFFIC STOP","TOUCHLESS","","WARNING ISSUED"
"5/15/19 21:08","","TRAFFIC STOP","TRAFFIC STOP","CHANN E COLLEGE","","WARNING ISSUED"
"5/15/19 21:26","","TRAFFIC STOP","TRAFFIC STOP","ELLSW S HASTE","","WARNING ISSUED"
"5/15/19 21:28","","TRAFFIC STOP","TRAFFIC STOP","SHATTUC S KITT","","WARNING ISSUED"
"5/15/19 21:47","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","CKC-12","","CLOSED"
"5/15/19 22:05","19-01320","ROBBERY","ROBBERY -IN PROGRESS","NORTHGATE HALL","OCC 05/15/2019 2204 (MO-20-S) VICTIM OF ROBBERY VIA KNIFE, TAKE BLACK JANSPORT BACKPACK, LAPTOP AND HEADPHONES. LOSS OF $1637.00","UNDER INVESTIGATION"
"5/15/19 22:18","19-01321","WELFARE CHECK","WELFARE CHECK","MANVILLE APTS","(MA-38-S) WELFARE CHECK, PROVES OK. MANVILLE APT.","UNDER INVESTIGATION"
"5/15/19 23:02","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","2601 CHANNING WAY","","CLOSED"
"5/15/19 23:07","","TRAFFIC STOP","TRAFFIC STOP","2500 DURANT","","WARNING ISSUED"
"5/16/19 0:28","","TRAFFIC STOP","TRAFFIC STOP","2400 CHANNING WAY","","CLOSED BY CITATION"
"5/16/19 2:20","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","ASUC","","CLOSED"
"5/16/19 4:25","-00572","ALL OTHER OFFENSES W","ARRANT ARREST","BOWDITCH/DURANT","OCCURRED: 05/16/19 0427 HOURS CHOWCASTILLO, EDDY (MH-25-O) ARRESTED FOR TWO UCPD MISDEMEANOR WARRRANTS, BOWWDITCH/DURANT. TO BPD JAIL.","CLOSED BY ARREST"
"5/16/19 5:09","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","PEOPLES PARK","","CLOSED"
"5/16/19 5:30","19-01322","DRUG VIOLATIONS","POSSESION OF METHAMPHETAMINES","MLK JR WAY JAIL","OCCURRED: 05/16/19 0427 HOUIRS CHOWCASTILLO, EDDY (MH-25-O) ARRESTED FOR POSSESSION OF METHAMPHETAMINES, VIOLATION OF PROBATION AND BRINGING A CONTROLLED SUBSTANCE INTO JAIL, BPD JAIL.","CLOSED BY ARREST"
"5/16/19 5:47","","DEMONSTRATION","DEMONSTRATION STANDBY","CAMPUS","","CLOSED"
"5/16/19 7:07","","MISC. SERVICE","CAMPSITE INVESTIGATIO","N SMYTH-FERNWALD","","CLOSED"
"5/16/19 7:54","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","WARREN HALL","","CLOSED"
"5/16/19 7:59","","WELFARE CHECK","WELFARE CHECK","UNIT-2 GRIFFITH","","CLOSED"
"5/16/19 8:05","","PEDESTRIAN STOP","PEDESTRIAN STOP","ASUC GARAGE","","FIELD IDENTIFICATION CARD"
"5/16/19 8:15","","WELFARE CHECK","WELFARE CHECK","MOFFITT LIBRARY","","CLOSED"
"5/16/19 8:19","","WELFARE CHECK","WELFARE CHECK","WEST CRESCENT","","FIELD IDENTIFICATION CARD"
"5/16/19 8:51","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","FRANK SCHLESSINGER BRIDGE","","CLOSED"
"5/16/19 8:59","19-01325","ADMINISTRATIVE SERVICE","EOD ACTIVITY - MISC"," MARIN CO SO","OCCD 05/16/2019, 0901 RECOVERED EXPLOSIVES FROM MARIN CO SO FOR DESTRUCTION.","UNDER INVESTIGATION"
"5/16/19 9:12","","WELFARE CHECK","WELFARE CHECK"," HAAS BUSINESS SCHOOL","","CLOSED"
"5/16/19 10:05","-01323","DRUG VIOLATIONS","POSSESION OF METHAMPHETAMINES"," HEARST GYM","OCCURRED: 05/16/19 1022 HOURS NGUYEN, HAO (MA-49-O) ARRESTED FOR POSSESSION OF METHAMPHETAMINES, POSSESSION OF DRUG PARAPHERNALIA, VIOLATION OF A COURT ORDER, AND VIOLATION OF PROBATION, HEARST GYM.","CLOSED BY ARREST"
"5/16/19 10:06","-01324","TRAFFIC","ACCIDENT / NO INJURIE","S LAWRENCE HALL OF SCIENCE OC  (M","CURRED: 05/16/19 0955 HOURS A-21-S) RESPONSIBLE FOR MINOR INJURY TRAFFIC ACCIDENT, LHS","UNDER INVESTIGATION"
"5/16/19 10:32","-01326","LARCENY/THEFT","PETTY THEFT -REPORT"," ASUC","OCCURRED: 05/16/19 1025 HOURS (FH-A-O) REPORTS THE THEFT OF HER WALLET AND CONTENTS, 1ST FLOOR WOMENS RESTROOM-ASUC. TOTAL LOSS OF $519.00","UNDER INVESTIGATION"
"5/16/19 10:33","","VANDALISM","MALICIOUS MISCHIEF - REPORT"," MCCONE HALL","","UNFOUNDED"
"5/16/19 11:35","","WELFARE CHECK","WELFARE CHECK"," SPROUL HALL","","CLOSED"
"5/16/19 12:07","","WELFARE CHECK","CHECK WELFARE- 911 CALL"," LAWRENCE HALL OF SCIENCE","","CLOSED"
"5/16/19 12:28","-01327","OUTSIDE ASSIST","OUTSIDE ASSIST -MISCELLANEOUS"," UCSF","OCCD 05/16/2019, 1229 OUTSIDE ASSIST TO UCSF REGARDING REGENTS MEETING.","UNDER INVESTIGATION"
"5/16/19 14:09","-01329","PENAL CODE VIOLATION","PENAL CODE VIOLATION"," ASUC","OCCURRED: 05/16/19 1409 HOURS (MB-27-O) THEFT OF UTILITIES AND STORING UNATTENDED PROPERTY ON UC CAMPUS, W/S ASUC.","UNDER INVESTIGATION"
"5/16/19 14:23","","MISC. SERVICE","CIVIL ADVICE"," HAAS BUSINESS SCHOOL","","CLOSED"
"5/16/19 14:54","","PEDESTRIAN STOP","PEDESTRIAN STOP"," BANC AND TELE","","CLOSED"
"5/16/19 14:57","","DISORDERLY CONDUCT","LODGING"," ENERGY BIOSCIENCES  INSTITUTE","","CLOSED"
"5/16/19 15:05","-01330","MISC. SERVICE","PROPERTY DAMAGE"," UCSF","OCCURRED: 05/15/19 1330 HOURS PROPERTY DAMAGE TO WHITE 2018 FORD VAN, UCSF.","UNDER INVESTIGATION"
"5/16/19 15:43","","MISC. SERVICE","SEARCH WARRANT"," 1321 40TH","","CLOSED"
"5/16/19 15:48","-01331","MEDICAL EVENT","MENTALLY ILL COMMITMENT"," UCPD","OCCD 05/16/2019, 1549 (FH-47-O) TRANSPORTED FOR PSYCHIATRIC EVALUATION VIA PARAMEDICS PLUS, UCPD LOBBY TO ABH AND JGP.","CLOSED"
"5/16/19 16:13","-01332","LARCENY/THEFT","PETTY THEFT -REPORT"," UNIT-3 NORTON","OCCURRED: 05/16/19 1300-1345 HOURS (FB-18-S) REPORTS THE THEFT OF A BOX AND CONTNTS, UNIT 3-NORTON. LOSS OF $80.00."," UNDER  INVESTIGATION"
"5/16/19 16:21","","ALL OTHER OFFENSES","RULE VIOLATION"," LOWER SPROUL GARAGE","","CLOSED"
"5/16/19 16:56","-01333","MISC. SERVICE","CIVIL ADVICE"," UNIVERSITY HALL","OCCURRED: 05/15/19 1656 HOURS (FO-52-E) GIVEN CIVIL ADVICE REGARDING A SUSPICIOUS PERSON.","UNDER INVESTIGATION"
"5/16/19 17:08","","MEDICAL EVENT","INJURY OR ILLNESS"," LBNL 50","","CLOSED"
"5/16/19 17:27","","ALL OTHER OFFENSES","RULE VIOLATION"," DWINELLE HALL","","CLOSED"
"5/16/19 17:57","","MISC. SERVICE","CIVIL ADVICE"," 435 GOODING WAY","","CLOSED"
"5/16/19 18:07","","WELFARE CHECK","WELFARE CHECK"," BLACKWELL HALL","","CLOSED"
"5/16/19 18:20","-01334","MEDICAL EVENT","MENTALLY ILL COMMITMENT"," TANG CENTER","(MC-24-S) TRANSPORTED TO ABH VIA ROYAL AMBULANCE FOR A PSYCHIATRIC EVALUATION, TANG CENTER.","CLOSED"
"5/16/19 18:33","-01335","LARCENY/THEFT","PETTY THEFT -REPORT"," 670 KULA GULF WAY","OCC 05/15/2019 0900-1400 (FW-26-S) REPORTS ATTEMPTED THEFT OF BICYCLE PARTS, 670 KULA GULF WAY. LOSS OF $100","UNDER INVESTIGATION"
"5/16/19 19:11","","MISC. SERVICE","CIVIL ADVICE"," ROCHDALE VILLAGE","","CANCELLED"
"5/16/19 19:32","-01336","MEDICAL EVENT","INJURY OR ILLNESS"," SODA HALL","(MO-22-S) VICTIM ILLNESS, SODA HALL. BFD RESPONDED NO TRANSPORT NEEDED","CLOSED"
"5/16/19 19:59","","TRAFFIC STOP","TRAFFIC STOP"," BANCFORT IFO REC SPRT FAC","","CLOSED BY CITATION"
"5/16/19 20:13","-01337","MISC. SERVICE","FOUND PROPERTY"," MLK","CASE CANCELLED","CANCELLED"
"5/16/19 20:27","","WELFARE CHECK","WELFARE CHECK"," VALLEY LIFE SCIENCE BLDG","","CLOSED"
"5/16/19 20:44","","TRAFFIC STOP","TRAFFIC STOP"," B/T","","CLOSED BY CITATION"
"5/16/19 21:10","-01338","BURGLARY","BURGLARY -REPORT"," UNIT-3","OCC 05/05/2019 1200-05/16/2019 1000 (MW-19-S) REPORTS THEFT OF HIS GRAY AND YELLOW DIAMONDBACK MENS BIKE, UNIT-3. LOSS OF $700. TAKEN FROM LOCKED CAGE IN COURTYARD.","UNDER INVESTIGATION"
"5/16/19 21:42","","TRAFFIC STOP","TRAFFIC STOP"," DURANT/ELLSWORTH","","CLOSED BY CITATION"
"5/16/19 22:06","","PEDESTRIAN STOP","SUSPECT STOP"," PEOPLES PARK","","CLOSED"
"5/16/19 22:31","","TRAFFIC STOP","TRAFFIC STOP"," SHATTUCK/CENTER","","WARNING ISSUED"
"5/16/19 22:35","","TRAFFIC STOP","TRAFFIC STOP"," HASTE IFO PEOPLES PARK","","WARNING ISSUED"
"5/16/19 22:42","-01340","MISC. SERVICE","CIVIL ADVICE"," 335 OHLONE AVE","(MI-25-O) GIVEN CIVIL ADVICE REGARDING EXTORTION ATTEMPT, 335 OHLONE AVE.","UNDER INVESTIGATION"
"5/16/19 22:56","","TRAFFIC STOP","TRAFFIC STOP"," CHANN E COLLEGE","","CLOSED BY CITATION"
"5/16/19 23:20","-01339","LARCENY/THEFT","GRAND THEFT -REPORT"," DWINELLE HALL","OCC 05/16/2019 1530-05/16/2019 1600 (FA-22-O) REPORTS THEFT OF HER WALLET AND CONTENTS, DWINELLE HALL LVL C. LOSS OF $2,000","UNDER INVESTIGATION"
"5/16/19 23:22","","TRAFFIC STOP","TRAFFIC STOP"," 2400 BANCROFT WAY","","CLOSED BY CITATION"
"5/16/19 23:49","","TRAFFIC STOP","TRAFFIC STOP"," PARKER/REGENT","","WARNING ISSUED"
"5/16/19 23:59","","WELFARE CHECK","CHECK WELFARE- 911 CALL"," UNIT-2","","CLOSED"
"5/17/19 0:35","","TRAFFIC STOP","TRAFFIC STOP","2500 DURANT","","CLOSED BY CITATION"
"5/17/19 0:56","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"5/17/19 0:59","","TRAFFIC STOP","TRAFFIC STOP","2500 DURANT","","CLOSED BY CITATION"
